ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days in Subscription,Longterm(1) Short Term(0),Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Auto Renew On (1) Off (0),Country,User Type,Lead Platform,Email Subscriber,Subscriber(1) not (0),Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,Open Rate,Click Through Rate
28504,CHI,Limited,RENEWAL,Web,179,USD,3/24/2019,4/3/2021,741.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,1,0,1,0,50%,0%
28511,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/22/2020,6/22/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,10,5,0,2,0,20%,0%
28531,ALL,Limited,INITIAL_PURCHASE,Web,101.64,USD,2/20/2020,2/20/2021,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,6,0,0,0,0,0%, 
28532,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/9/2020,5/9/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,9,1,0,1,0,11%,0%
28544,DEU,Limited,RENEWAL,Web,119,USD,10/8/2019,10/8/2020,366.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,6,3,0,2,0,33%,0%
28546,ALL,Limited,INITIAL_PURCHASE,Web,99,USD,3/12/2020,3/12/2021,365.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,124,49,18,34,7,27%,14%
28555,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/29/2020,3/29/2021,365.00,1.00,No,Yes,3/24/2020,3/27/2020,On,1,US/Canada,Consumer,Web,Yes,1,Yes,9,8,3,2,1,22%,13%
28571,ENG,Limited,RENEWAL,Web,35.97,USD,12/1/2019,6/1/2020,183.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,2,0,1,0,20%,0%
28575,FRA,Limited,RENEWAL,Web,35.97,USD,11/24/2018,5/24/2020,547.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,10,10,0,3,0,30%,0%
28581,ESC,Limited,RENEWAL,Web,79,USD,10/22/2019,4/22/2020,183.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,3,0,2,0,67%,0%
28585,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/23/2019,9/23/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,55,55,0,55,0,100%,0%
28587,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/6/2020,5/6/2020,90.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,8,0,0,0,0,0%, 
28595,KOR,Limited,INITIAL_PURCHASE,Web,38.25,USD,1/26/2020,4/26/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,13,4,0,4,0,31%,0%
28597,ITA,Limited,RENEWAL,Web,79,USD,10/31/2019,4/30/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,4,0,0,0,0,0%, 
28600,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/27/2019,7/15/2020,535.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,25,23,0,10,0,40%,0%
28610,TUR,Limited,RENEWAL,Web,119,USD,4/23/2019,4/23/2020,366.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,6,1,1,1,1,17%,100%
28614,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/30/2020,6/30/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,1,0,0,0,0,0%, 
28628,JPN,Limited,INITIAL_PURCHASE,Web,39,USD,1/12/2020,4/12/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,13,12,3,3,1,23%,8%
28631,VIE,Limited,INITIAL_PURCHASE,Web,39,USD,7/6/2019,10/9/2019,95.00,0.00,No,Yes,7/6/2019,7/9/2019,On,1,Other,Consumer,Web,Yes,1,Yes,17,0,0,0,0,0%, 
28641,ESP,Limited,INITIAL_PURCHASE,Web,117.72,USD,10/8/2019,4/8/2020,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,9,6,0,3,0,33%,0%
28663,FRA,Limited,RENEWAL,Web,35.97,USD,3/31/2019,7/4/2020,461.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,13,12,0,2,0,15%,0%
28668,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/17/2020,5/17/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,8,2,0,2,0,25%,0%
28669,ITA,Limited,RENEWAL,Web,35.97,USD,10/6/2019,7/6/2020,274.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,1,0,1,0,33%,0%
28670,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,11/29/2019,2/29/2020,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,3,0,0,0,0,0%, 
28681,ESP,Limited,INITIAL_PURCHASE,Web,79,USD,7/18/2019,10/18/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,24,0,0,0,0,0%, 
28685,TGL,Limited,INITIAL_PURCHASE,Web,99,USD,12/2/2019,12/2/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
28688,FAR,Limited,INITIAL_PURCHASE,Web,38.13,USD,1/20/2020,4/20/2020,91.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,8,1,0,1,0,13%,0%
28692,ALL,Limited,INITIAL_PURCHASE,Web,104.75,USD,3/17/2020,3/17/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,19,3,3,1,1,5%,33%
28702,HEB,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/8/2019,10/8/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,34,1,1,1,1,3%,100%
28704,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/27/2019,9/27/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,13,0,0,0,0,0%, 
28707,FRA,Limited,RENEWAL,Web,35.97,USD,1/12/2020,7/12/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,16,14,0,5,0,31%,0%
28711,ENG,Limited,INITIAL_PURCHASE,App,33.99,USD,3/2/2020,6/2/2020,92.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,4,0,0,0,0,0%, 
28712,FRA,Limited,RENEWAL,Web,35.97,USD,11/20/2019,5/20/2020,182.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,2,2,0,2,0,100%,0%
28713,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,1/11/2020,4/11/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,9,9,0,5,0,56%,0%
28714,GRK,Limited,INITIAL_PURCHASE,Web,39.07,USD,9/21/2019,6/24/2020,277.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,31,29,26,4,2,13%,7%
28727,ESP,Limited,RENEWAL,Web,119,USD,7/10/2019,7/10/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
28734,DEU,Limited,RENEWAL,Web,79,USD,10/3/2018,1/4/2020,458.00,1.00,No,Yes,11/13/2014,11/16/2014,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,83,0,0,0,0,0%, 
28738,ALL,Limited,INITIAL_PURCHASE,Web,101.73,USD,3/6/2020,3/6/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,0,0,0,0,0%, 
28741,ESP,Limited,RENEWAL,Web,79,USD,4/20/2019,10/20/2019,183.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,88,0,0,0,0,0%, 
28742,ITA,Limited,INITIAL_PURCHASE,Web,39,USD,12/5/2019,3/5/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,6,6,0,2,0,33%,0%
28748,ESP,Limited,INITIAL_PURCHASE,Web,39.3,USD,2/14/2020,5/14/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,8,2,1,2,1,25%,50%
28750,HEB,Limited,INITIAL_PURCHASE,Web,37.91,USD,2/24/2020,5/24/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,2,0,2,0,29%,0%
28754,DEU,Limited,INITIAL_PURCHASE,Web,143.76,USD,2/11/2020,2/11/2022,731.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,11,2,0,1,0,9%,0%
28768,ESP,Limited,RENEWAL,Web,79,USD,4/19/2019,10/19/2019,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,41,0,0,0,0,0%, 
28776,ESP,Limited,RENEWAL,Web,35.97,USD,3/30/2019,7/11/2020,469.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,5,2,0,1,0,20%,0%
28777,ESP,Limited,INITIAL_PURCHASE,Web,41.79,USD,7/11/2019,10/14/2019,95.00,0.00,No,Yes,7/11/2019,7/14/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,17,0,0,0,0,0%, 
28780,ENG,Limited,RENEWAL,Web,119,USD,3/13/2019,4/6/2020,390.00,1.00,No,No,NULL,NULL,On,1,Other,Consumer,Web,No,0,Yes,1,1,0,1,0,100%,0%
28782,ESC,Limited,RENEWAL,Web,79,USD,6/29/2019,1/2/2020,187.00,1.00,No,Yes,6/29/2019,7/2/2019,On,1,Other,Consumer,Web,Yes,1,Yes,58,0,0,0,0,0%, 
28783,ENG,Limited,RENEWAL,Web,79,USD,7/25/2019,4/25/2020,275.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,10,10,0,2,0,20%,0%
28784,ESP,Limited,INITIAL_PURCHASE,Web,37.81,USD,7/1/2019,10/1/2019,92.00,0.00,No,Yes,4/6/2020,4/9/2020,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,3,1,0,1,0,33%,0%
28788,FAR,Limited,RENEWAL,Web,35.97,USD,2/13/2019,5/22/2020,464.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,4,0,2,0,40%,0%
28796,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/8/2019,2/8/2020,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,9,4,0,2,0,22%,0%
28799,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/12/2020,6/12/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,1,0,1,0,14%,0%
28811,FAR,Limited,RENEWAL,Web,79,USD,6/25/2019,3/25/2020,274.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,12,6,4,2,1,17%,17%
28816,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/28/2019,3/28/2020,182.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,5,3,0,2,0,40%,0%
28819,ESP,Limited,INITIAL_PURCHASE,Web,39.07,USD,1/29/2020,3/30/2020,61.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,13,4,2,3,1,23%,25%
28820,ESP,Limited,RENEWAL,Web,35.97,USD,7/15/2019,7/15/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,0,0,0,0,0%, 
28821,ESP,Limited,RENEWAL,Web,35.97,USD,9/2/2019,6/2/2020,274.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,59,57,56,2,1,3%,2%
28823,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,3/17/2020,3/17/2022,730.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,178,17,6,10,2,6%,12%
28824,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/29/2019,10/29/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,20,0,0,0,0,0%, 
28835,CHI,Limited,RENEWAL,Web,119,USD,3/6/2019,4/26/2020,417.00,1.00,No,No,NULL,NULL,On,1,Other,Consumer,Web,No,0,Yes,1,0,0,0,0,0%, 
28853,ESP,Limited,RENEWAL,Web,79,USD,6/6/2019,3/6/2020,274.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,20,0,0,0,0,0%, 
28857,CHI,Limited,RENEWAL,Web,79,USD,6/18/2019,12/18/2019,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
28858,TGL,Limited,INITIAL_PURCHASE,Web,38.34,USD,10/30/2019,1/30/2020,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,8,0,0,0,0,0%, 
28864,ENG,Limited,INITIAL_PURCHASE,Web,88,USD,9/27/2019,11/6/2019,40.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
28873,ESP,Limited,RENEWAL,Web,79,USD,4/23/2019,10/23/2019,183.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,31,0,0,0,0,0%, 
28874,NED,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/24/2019,2/24/2020,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,4,4,1,2,1,50%,25%
28875,ESP,Limited,RENEWAL,Web,79,USD,4/9/2019,10/9/2019,183.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,17,0,0,0,0,0%, 
28876,TGL,Limited,INITIAL_PURCHASE,Web,143.76,USD,7/21/2019,7/21/2021,731.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
28889,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/9/2020,5/9/2020,90.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,21,21,0,2,0,10%,0%
28894,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/6/2019,3/6/2020,182.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,42,35,14,12,2,29%,6%
28895,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/28/2020,3/28/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,6,0,3,0,43%,0%
28901,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,8/4/2019,11/7/2019,95.00,0.00,No,Yes,8/4/2019,8/7/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,139,1,0,1,0,1%,0%
28904,RUS,Limited,RENEWAL,Web,119,USD,5/7/2019,5/7/2020,366.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,1,1,0,1,0,100%,0%
28907,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/26/2019,5/26/2020,455.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,17,16,16,1,1,6%,6%
28918,ENG,Limited,INITIAL_PURCHASE,Web,109,USD,2/20/2020,8/20/2020,182.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,1,0,0,0,0,0%, 
28920,FRA,Limited,RENEWAL,Web,79,USD,3/19/2019,9/19/2019,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,34,0,0,0,0,0%, 
28932,FRA,Limited,RENEWAL,Web,119,USD,9/3/2019,9/3/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,9,9,5,2,1,22%,11%
28937,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/29/2020,4/29/2020,91.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,5,5,1,1,20%,20%
28942,ITA,Limited,INITIAL_PURCHASE,Web,41.26,USD,12/2/2019,3/2/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,18,6,0,2,0,11%,0%
28943,ESP,Limited,INITIAL_PURCHASE,Web,119,USD,10/14/2019,4/14/2020,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,9,7,0,3,0,33%,0%
28945,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,12/4/2019,3/4/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,9,0,0,0,0,0%, 
28947,ESP,Limited,RENEWAL,Web,119,USD,1/21/2019,1/21/2020,365.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,10,0,0,0,0,0%, 
28948,JPN,Limited,RENEWAL,Web,79,USD,6/10/2019,12/10/2019,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,50,6,0,6,0,12%,0%
28952,ARA,Limited,INITIAL_PURCHASE,Web,13.61,USD,10/26/2018,1/26/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Europe,Consumer,Web,Yes,1,Yes,50,0,0,0,0,0%, 
28954,HEB,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/21/2019,9/21/2019,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,40,0,0,0,0,0%, 
28965,JPN,Limited,RENEWAL,Web,79,USD,10/28/2019,4/28/2020,183.00,0.00,No,Yes,6/22/2019,6/25/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
28966,FRA,Limited,INITIAL_PURCHASE,Web,39.3,USD,2/11/2020,5/11/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,3,1,3,1,43%,33%
28968,FRA,Limited,RENEWAL,Web,35.97,USD,12/11/2019,7/4/2020,206.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,8,0,0,0,0,0%, 
28974,ESP,Limited,RENEWAL,Web,35.97,USD,6/1/2019,6/1/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,4,2,0,1,0,25%,0%
28975,DEU,Limited,RENEWAL,Web,79,USD,6/18/2019,12/18/2019,183.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,231,129,1,91,1,39%,1%
28978,ESP,Limited,INITIAL_PURCHASE,Web,20.93,USD,7/3/2019,8/3/2019,31.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
28980,ESP,Limited,INITIAL_PURCHASE,Web,42.46,USD,7/2/2019,10/5/2019,95.00,0.00,No,Yes,7/2/2019,7/5/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,161,3,0,3,0,2%,0%
28985,FRA,Limited,RENEWAL,Web,119,USD,2/7/2019,2/7/2020,365.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,8,1,0,1,0,13%,0%
28986,ESP,Limited,INITIAL_PURCHASE,Web,101.97,USD,3/30/2020,4/2/2021,368.00,1.00,No,Yes,3/30/2020,4/2/2020,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
28991,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/2020,6/16/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,1,0,1,0,14%,0%
28995,ITA,Limited,RENEWAL,Web,35.97,USD,5/27/2019,5/29/2020,368.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
29003,ESC,Limited,RENEWAL,Web,119,USD,3/10/2019,3/10/2020,366.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,8,2,2,1,1,13%,50%
29021,ENG,Limited,RENEWAL,Web,79,USD,3/24/2019,10/6/2019,196.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,15,0,0,0,0,0%, 
29024,CHI,Limited,INITIAL_PURCHASE,Web,69.9,USD,10/25/2019,4/25/2020,183.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,4,0,0,0,0,0%, 
29028,POR,Limited,RENEWAL,Web,35.97,USD,1/19/2020,7/19/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,8,1,0,1,0,13%,0%
29029,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/27/2020,5/27/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,8,0,0,0,0,0%, 
29037,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/10/2020,3/10/2021,365.00,1.00,No,Yes,12/29/2019,1/1/2020,On,1,US/Canada,Consumer,Web,Yes,1,Yes,124,0,0,0,0,0%, 
29040,JPN,Limited,RENEWAL,Web,79,USD,10/23/2019,4/23/2020,183.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,1,0,1,0,33%,0%
29042,ENG,Limited,RENEWAL,Web,35.97,USD,10/22/2019,7/22/2020,274.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
29049,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/20/2020,5/20/2020,90.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,1,0,0,0,0,0%, 
29058,ESP,Limited,RENEWAL,Web,119,USD,4/5/2019,10/5/2020,549.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,0,0,0,0,0%, 
29059,ESP,Limited,RENEWAL,Web,79,USD,5/6/2019,5/6/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,1,0,1,0,33%,0%
29065,JPN,Limited,INITIAL_PURCHASE,Web,39,USD,8/26/2019,3/6/2020,193.00,1.00,No,Yes,8/26/2019,8/29/2019,Off,0,US/Canada,Consumer,Web,No,0,Yes,9,4,3,3,2,33%,50%
29073,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/14/2019,6/14/2020,183.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,4,3,0,1,0,25%,0%
29074,ESC,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/6/2020,5/6/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,11,0,0,0,0,0%, 
29080,ESP,Limited,INITIAL_PURCHASE,Web,37.91,USD,3/13/2020,6/13/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,0,0,0,0,0%, 
29081,ESP,Limited,INITIAL_PURCHASE,Web,39.57,USD,2/25/2020,5/25/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,0,0,0,0,0%, 
29089,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/28/2019,4/28/2020,183.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,No,0,Yes,1,0,0,0,0,0%, 
29090,FRA,Limited,INITIAL_PURCHASE,Web,38.49,USD,1/19/2020,4/19/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,6,1,0,1,0,17%,0%
29099,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/4/2020,5/4/2020,90.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,1,0,0,0,0,0%, 
29100,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/24/2019,10/24/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,21,0,0,0,0,0%, 
29101,CHI,Limited,INITIAL_PURCHASE,Web,13.61,USD,11/25/2018,1/18/2019,54.00,0.00,No,No,NULL,NULL,Off,0,Europe,Consumer,Web,Yes,1,Yes,2,0,0,0,0,0%, 
29102,ESP,Limited,RENEWAL,Web,35.97,USD,12/20/2019,6/24/2020,187.00,1.00,No,Yes,12/20/2019,12/23/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,5,3,2,2,1,40%,33%
29103,ESP,Limited,INITIAL_PURCHASE,Web,69.9,USD,8/14/2019,2/14/2020,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,14,5,0,3,0,21%,0%
29114,DEU,Limited,INITIAL_PURCHASE,Web,38.22,USD,8/21/2019,11/22/2019,93.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,6,0,0,0,0,0%, 
29118,ALL,Limited,RENEWAL,Web,179,USD,4/22/2019,4/22/2021,731.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,7,3,0,1,0,14%,0%
29123,SVE,Limited,INITIAL_PURCHASE,Web,264.56,USD,10/14/2019,10/14/2021,731.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
29132,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/2020,7/10/2020,116.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,138,16,5,13,3,9%,19%
29137,ESP,Limited,RENEWAL,Web,35.97,USD,8/19/2019,5/29/2020,284.00,1.00,No,Yes,8/19/2019,8/22/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,8,7,0,2,0,25%,0%
29142,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/21/2020,4/21/2020,91.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,10,5,0,1,0,10%,0%
29144,ESP,Limited,RENEWAL,Web,119,USD,9/16/2019,10/9/2020,389.00,1.00,No,Yes,9/16/2019,9/19/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,5,0,0,0,0,0%, 
29153,ENG,Limited,INITIAL_PURCHASE,Web,37.81,USD,10/30/2019,1/30/2020,92.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,93,1,0,1,0,1%,0%
29154,ESP,Limited,RENEWAL,Web,79,USD,4/1/2019,1/1/2020,275.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,31,0,0,0,0,0%, 
29156,KOR,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/13/2019,4/13/2020,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,5,0,0,0,0,0%, 
29158,ESP,Limited,INITIAL_PURCHASE,Web,38.34,USD,10/24/2019,1/24/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,15,0,0,0,0,0%, 
